,Taxonomic_Rank,Distance_to_closest,Precision,Recall,F1,Method
34,superkingdom,"[0.12, 0.16)",0.9941766010397259,0.9012268111467131,0.9454176087507592,(0.00)
35,class,"[0.16, 0.22)",0.47077874319406127,0.5383748994289713,0.5023079465320712,(0.00)
36,family,"[0.16, 0.22)",0.29959379254836865,0.38555998587006723,0.33717888207209057,(0.00)
37,genus,"[0.16, 0.22)",0.1418155396127314,0.23744206866870016,0.1775684206072682,(0.00)
38,order,"[0.16, 0.22)",0.39895433815549514,0.44769919272992476,0.421918574764946,(0.00)
39,phylum,"[0.16, 0.22)",0.5582129487913964,0.6125200241250167,0.5841019194996516,(0.00)
40,species,"[0.16, 0.22)",0.0,0.0,0.0,(0.00)
41,superkingdom,"[0.16, 0.22)",0.9864981584593632,0.8161247103364977,0.8932551244979106,(0.00)
42,class,"[0.22, 0.35)",0.19695434115837357,0.26961572168892706,0.2276221855993059,(0.00)
43,family,"[0.22, 0.35)",0.0674780464025337,0.12118915650912784,0.08668357809221491,(0.00)
44,genus,"[0.22, 0.35)",0.01798049766783456,0.055381288284256744,0.027143488792461902,(0.00)
45,order,"[0.22, 0.35)",0.12271159704836837,0.18185318407301432,0.14653540627211065,(0.00)
46,phylum,"[0.22, 0.35)",0.32329277521321304,0.3627346872584019,0.34187492702621247,(0.00)
47,species,"[0.22, 0.35)",0.0009651700256440441,0.015298026715223702,0.0018146645766231174,(0.00)
48,superkingdom,"[0.22, 0.35)",0.9820983838390803,0.7275760862754017,0.8358867509666134,(0.00)
0,class,"[0.0, 0.001)",0.99972282136342,0.850366191619384,0.9190108013810382,(0.01)
1,family,"[0.0, 0.001)",0.9998062979137902,0.7798792752143452,0.8762489750999736,(0.01)
2,genus,"[0.0, 0.001)",0.9999999999862359,0.7784136079236202,0.8753972950547582,(0.01)
3,order,"[0.0, 0.001)",0.9998201841845693,0.8460762797863892,0.9165406356186114,(0.01)
4,phylum,"[0.0, 0.001)",0.9998469576805701,0.9941169914895251,0.9969687416759455,(0.01)
5,species,"[0.0, 0.001)",0.9999984757618067,0.7029304527656899,0.8255485496946834,(0.01)
6,superkingdom,"[0.0, 0.001)",0.9999978571428572,0.9999999999892858,0.9999939285899233,(0.01)
7,class,"[0.001, 0.02)",0.9909978604767392,0.9762206437969899,0.9835487512043786,(0.01)
8,family,"[0.001, 0.02)",0.9871501465993083,0.9569937899728986,0.9718330861515997,(0.01)
9,genus,"[0.001, 0.02)",0.8823206673526329,0.8468971483078586,0.8642410795232548,(0.01)
10,order,"[0.001, 0.02)",0.9887032425868839,0.9634701496519832,0.975918620026892,(0.01)
11,phylum,"[0.001, 0.02)",0.9919446694290315,0.9779426822982337,0.984888912980445,(0.01)
12,species,"[0.001, 0.02)",0.5985616037736677,0.8210604326560719,0.6923699053758892,(0.01)
13,superkingdom,"[0.001, 0.02)",0.999708144018416,0.9811710658456015,0.990347870357083,(0.01)
14,class,"[0.02, 0.06)",0.7862011519951353,0.878465581494829,0.8297714964891406,(0.01)
15,family,"[0.02, 0.06)",0.7041271077239843,0.8067016503279641,0.7519273606324358,(0.01)
16,genus,"[0.02, 0.06)",0.6222983097645739,0.8285834770284742,0.7107712676399909,(0.01)
17,order,"[0.02, 0.06)",0.7437430390988619,0.9027098450615124,0.8155472802326659,(0.01)
18,phylum,"[0.02, 0.06)",0.8811297587069123,0.8969410775464592,0.8889601182566381,(0.01)
19,species,"[0.02, 0.06)",0.4313698960126153,0.7339800497420604,0.5433804360377751,(0.01)
20,superkingdom,"[0.02, 0.06)",0.998520513092596,0.9199689578876356,0.9576316175785781,(0.01)
21,class,"[0.06, 0.12)",0.8875765184307379,0.7252282794587762,0.7982262962763703,(0.01)
22,family,"[0.06, 0.12)",0.7626593095256453,0.6743465164390056,0.7157842513851999,(0.01)
23,genus,"[0.06, 0.12)",0.7025247408335412,0.6455039841507381,0.6728034006260525,(0.01)
24,order,"[0.06, 0.12)",0.859306781199491,0.6912335696143622,0.7661559567550742,(0.01)
25,phylum,"[0.06, 0.12)",0.9242232416215722,0.7640975506002434,0.8365620272808232,(0.01)
26,species,"[0.06, 0.12)",0.12328544580335814,0.6481932693194579,0.20716517198067882,(0.01)
27,superkingdom,"[0.06, 0.12)",0.9968902147699679,0.8056737958291077,0.8911349199933108,(0.01)
28,class,"[0.12, 0.16)",0.5730637238180968,0.5516215396239873,0.5621332353934506,(0.01)
29,family,"[0.12, 0.16)",0.4307687415321811,0.42200402260094966,0.4263363411715248,(0.01)
30,genus,"[0.12, 0.16)",0.3486284142111406,0.430099925921486,0.38509740024049577,(0.01)
31,order,"[0.12, 0.16)",0.5430286437496916,0.507314697878411,0.5245595009317146,(0.01)
32,phylum,"[0.12, 0.16)",0.8294519810551101,0.6808033424054559,0.747807252533916,(0.01)
33,species,"[0.12, 0.16)",0.0,0.0,0.0,(0.01)
34,superkingdom,"[0.12, 0.16)",0.9967449318506886,0.753984454384385,0.8585289044281931,(0.01)
35,class,"[0.16, 0.22)",0.5922835260529978,0.4087263051535221,0.4836704521930652,(0.01)
36,family,"[0.16, 0.22)",0.398150771776498,0.297425589179677,0.3404903676236085,(0.01)
37,genus,"[0.16, 0.22)",0.19398278785402182,0.18099557095299632,0.18725928215153717,(0.01)
38,order,"[0.16, 0.22)",0.5149698450425612,0.34215762532817084,0.41113792217989925,(0.01)
39,phylum,"[0.16, 0.22)",0.6725612843057837,0.45299855129197475,0.5413600787974007,(0.01)
40,species,"[0.16, 0.22)",0.0,0.0,0.0,(0.01)
41,superkingdom,"[0.16, 0.22)",0.9906174818268217,0.5758104125894258,0.7282865959286177,(0.01)
42,class,"[0.22, 0.35)",0.29034289892116605,0.17434074781941697,0.21785793060446768,(0.01)
43,family,"[0.22, 0.35)",0.10607819126090844,0.08040376243630866,0.09146867219443654,(0.01)
44,genus,"[0.22, 0.35)",0.029038531359864082,0.03681478927634266,0.03246260293533338,(0.01)
45,order,"[0.22, 0.35)",0.18723070480145135,0.11956728450721332,0.14593275096861355,(0.01)
46,phylum,"[0.22, 0.35)",0.43334672026593035,0.21958877946923522,0.29147326209856056,(0.01)
47,species,"[0.22, 0.35)",0.0015640479946922657,0.011115095014927138,0.0027400655908333435,(0.01)
48,superkingdom,"[0.22, 0.35)",0.9865287085583542,0.4325342638432901,0.6013890434322036,(0.01)
0,class,"[0.0, 0.001)",0.99972282136342,0.850366191619384,0.9190108013810382,(0.03)
1,family,"[0.0, 0.001)",0.9998062979137902,0.7798792752143452,0.8762489750999736,(0.03)
2,genus,"[0.0, 0.001)",0.9999999999862359,0.7784136079236202,0.8753972950547582,(0.03)
3,order,"[0.0, 0.001)",0.9998201841845693,0.8460762797863892,0.9165406356186114,(0.03)
4,phylum,"[0.0, 0.001)",0.9998469576805701,0.9941169914895251,0.9969687416759455,(0.03)
5,species,"[0.0, 0.001)",0.9999984757618067,0.7029304527656899,0.8255485496946834,(0.03)
6,superkingdom,"[0.0, 0.001)",0.9999978571428572,0.9999999999892858,0.9999939285899233,(0.03)
7,class,"[0.001, 0.02)",0.995565768789994,0.9694898819890674,0.9823498154516223,(0.03)
8,family,"[0.001, 0.02)",0.9923038447670831,0.951115915955653,0.9712684237900885,(0.03)
9,genus,"[0.001, 0.02)",0.8878958035014289,0.8412844949957721,0.8639569321048605,(0.03)
10,order,"[0.001, 0.02)",0.9936294939763032,0.9574158655198931,0.9751815983602493,(0.03)
11,phylum,"[0.001, 0.02)",0.9962484953812497,0.9707718711289322,0.9833401989482026,(0.03)
12,species,"[0.001, 0.02)",0.6023870502188787,0.8158072042580097,0.6930337344130444,(0.03)
13,superkingdom,"[0.001, 0.02)",0.9998780506468239,0.9728250937473873,0.9861610757961001,(0.03)
14,class,"[0.02, 0.06)",0.8021022073205175,0.8517868622947202,0.8261932483850503,(0.03)
15,family,"[0.02, 0.06)",0.7208012819405545,0.7890430191649591,0.753374970424517,(0.03)
16,genus,"[0.02, 0.06)",0.6382145539444626,0.8106134592474108,0.714152034395098,(0.03)
17,order,"[0.02, 0.06)",0.7596802648503328,0.8832536665703797,0.8168147025808534,(0.03)
18,phylum,"[0.02, 0.06)",0.8977336969870323,0.8705337944199579,0.8839195492953369,(0.03)
19,species,"[0.02, 0.06)",0.4449748026554415,0.7180606255206502,0.5494521149303159,(0.03)
20,superkingdom,"[0.02, 0.06)",0.9993848755075215,0.8899990744867842,0.9415205487034239,(0.03)
21,class,"[0.06, 0.12)",0.9347817754432926,0.6634455122267143,0.7760759664583955,(0.03)
22,family,"[0.06, 0.12)",0.8131881210614927,0.6197197917410557,0.7033881962503894,(0.03)
23,genus,"[0.06, 0.12)",0.7526175364043449,0.5962746619427548,0.6653807335203303,(0.03)
24,order,"[0.06, 0.12)",0.9099630838428521,0.633373395768754,0.7468788325260522,(0.03)
25,phylum,"[0.06, 0.12)",0.9601025852194841,0.6952439745793632,0.8064794661918984,(0.03)
26,species,"[0.06, 0.12)",0.1364100882351607,0.6237717852270924,0.22386128353069382,(0.03)
27,superkingdom,"[0.06, 0.12)",0.9983936487417829,0.7224301292221565,0.8382792828816973,(0.03)
28,class,"[0.12, 0.16)",0.6127289371296359,0.4642482975304722,0.5282483519869442,(0.03)
29,family,"[0.12, 0.16)",0.4664010353020729,0.35285035003679666,0.40175155697296805,(0.03)
30,genus,"[0.12, 0.16)",0.3835161413005107,0.3656258541142657,0.374352381326757,(0.03)
31,order,"[0.12, 0.16)",0.5849288435984817,0.4293185691267979,0.4951816196244275,(0.03)
32,phylum,"[0.12, 0.16)",0.8822078534669138,0.5872605265774745,0.7051289159655598,(0.03)
33,species,"[0.12, 0.16)",0.0,0.0,0.0,(0.03)
34,superkingdom,"[0.12, 0.16)",0.998432522311699,0.6399954454431365,0.7800017814985163,(0.03)
35,class,"[0.16, 0.22)",0.7134785225408488,0.31950120737386345,0.44135433835521765,(0.03)
36,family,"[0.16, 0.22)",0.5045423643098232,0.23585344627285323,0.3214400905889095,(0.03)
37,genus,"[0.16, 0.22)",0.25284489952931605,0.13902221989812497,0.17939837505104644,(0.03)
38,order,"[0.16, 0.22)",0.6333776807877872,0.26844369060714984,0.3770688125782922,(0.03)
39,phylum,"[0.16, 0.22)",0.78322133742037,0.34662753819866,0.48056636083146637,(0.03)
40,species,"[0.16, 0.22)",0.0,0.0,0.0,(0.03)
41,superkingdom,"[0.16, 0.22)",0.9946596894514242,0.4098829853035535,0.5805322793530358,(0.03)
42,class,"[0.22, 0.35)",0.3954926383954162,0.12377536353785738,0.18853964509064378,(0.03)
43,family,"[0.22, 0.35)",0.15080064657206066,0.05574663108847198,0.08139754849181946,(0.03)
44,genus,"[0.22, 0.35)",0.04176566042836376,0.024773826549070822,0.031095513253483573,(0.03)
45,order,"[0.22, 0.35)",0.26017157232216914,0.08371972381645122,0.12667292868197938,(0.03)
46,phylum,"[0.22, 0.35)",0.5446926606199253,0.14990666687404777,0.23510499497287093,(0.03)
47,species,"[0.22, 0.35)",0.0022326011085382707,0.007177691404446163,0.003402213203936972,(0.03)
48,superkingdom,"[0.22, 0.35)",0.9914969636012114,0.27053486434217716,0.4250802003617371,(0.03)
