tool	rank	metric	sample	value
CONSULT-II	class	Taxon counts	1	82.0
CONSULT-II	order	Taxon counts	1	185.0
CONSULT-II	family	Taxon counts	1	412.0
CONSULT-II	genus	Taxon counts	1	2050.0
CONSULT-II	species	Taxon counts	1	8797.0
CONSULT-II	strain	Taxon counts	1	12.0
CONSULT-II	superkingdom	Bray-Curtis distance	2	0.030594359550096928
CONSULT-II	phylum	Bray-Curtis distance	2	0.21365700622975872
CONSULT-II	class	Bray-Curtis distance	2	0.09106989995541336
CONSULT-II	order	Bray-Curtis distance	2	0.3455741320379445
CONSULT-II	family	Bray-Curtis distance	2	0.18574465797099218
CONSULT-II	genus	Bray-Curtis distance	2	0.3397884347725287
CONSULT-II	species	Bray-Curtis distance	2	0.8320511335106209
CONSULT-II	strain	Bray-Curtis distance	2	1.0
CONSULT-II	superkingdom	Shannon diversity	2	0.16335445499704385
CONSULT-II	superkingdom	Shannon equitability	2	0.2356706621313545
CONSULT-II	phylum	Shannon diversity	2	1.4981867843943857
CONSULT-II	phylum	Shannon equitability	2	0.40894269814652595
CONSULT-II	class	Shannon diversity	2	2.2357729307488254
CONSULT-II	class	Shannon equitability	2	0.5073554282217596
CONSULT-II	order	Shannon diversity	2	3.169201113787461
CONSULT-II	order	Shannon equitability	2	0.6070852677441602
CONSULT-II	family	Shannon diversity	2	3.9693064047348936
CONSULT-II	family	Shannon equitability	2	0.6592411579276989
CONSULT-II	genus	Shannon diversity	2	5.174497231053786
CONSULT-II	genus	Shannon equitability	2	0.6785696305805505
CONSULT-II	species	Shannon diversity	2	6.602267018725956
CONSULT-II	species	Shannon equitability	2	0.7268030868891496
CONSULT-II	strain	Shannon diversity	2	0.0012508829273410996
CONSULT-II	strain	Shannon equitability	2	0.0005033923215778825
CONSULT-II	superkingdom	True positives	2	2.0
CONSULT-II	superkingdom	False negatives	2	0.0
CONSULT-II	superkingdom	False positives	2	0.0
CONSULT-II	superkingdom	Completeness	2	1.0
CONSULT-II	superkingdom	Purity	2	1.0
CONSULT-II	superkingdom	F1 score	2	1.0
CONSULT-II	superkingdom	Jaccard index	2	1.0
CONSULT-II	phylum	True positives	2	12.0
CONSULT-II	phylum	False negatives	2	0.0
CONSULT-II	phylum	False positives	2	27.0
CONSULT-II	phylum	Completeness	2	1.0
CONSULT-II	phylum	Purity	2	0.3076923076923077
CONSULT-II	phylum	F1 score	2	0.47058823529411764
CONSULT-II	phylum	Jaccard index	2	0.3076923076923077
CONSULT-II	class	True positives	2	21.0
CONSULT-II	class	False negatives	2	0.0
CONSULT-II	class	False positives	2	61.0
CONSULT-II	class	Completeness	2	1.0
CONSULT-II	class	Purity	2	0.25609756097560976
CONSULT-II	class	F1 score	2	0.4077669902912621
CONSULT-II	class	Jaccard index	2	0.25609756097560976
CONSULT-II	order	True positives	2	40.0
CONSULT-II	order	False negatives	2	0.0
CONSULT-II	order	False positives	2	145.0
CONSULT-II	order	Completeness	2	1.0
CONSULT-II	order	Purity	2	0.21621621621621623
CONSULT-II	order	F1 score	2	0.35555555555555557
CONSULT-II	order	Jaccard index	2	0.21621621621621623
CONSULT-II	family	True positives	2	84.0
CONSULT-II	family	False negatives	2	4.0
CONSULT-II	family	False positives	2	328.0
CONSULT-II	family	Completeness	2	0.9545454545454546
CONSULT-II	family	Purity	2	0.20388349514563106
CONSULT-II	family	F1 score	2	0.336
CONSULT-II	family	Jaccard index	2	0.20192307692307693
CONSULT-II	genus	True positives	2	175.0
CONSULT-II	genus	False negatives	2	19.0
CONSULT-II	genus	False positives	2	1875.0
CONSULT-II	genus	Completeness	2	0.9020618556701031
CONSULT-II	genus	Purity	2	0.08536585365853659
CONSULT-II	genus	F1 score	2	0.1559714795008913
CONSULT-II	genus	Jaccard index	2	0.0845819236346061
CONSULT-II	species	True positives	2	56.0
CONSULT-II	species	False negatives	2	185.0
CONSULT-II	species	False positives	2	8757.0
CONSULT-II	species	Completeness	2	0.23236514522821577
CONSULT-II	species	Purity	2	0.006354249404289118
CONSULT-II	species	F1 score	2	0.012370223105809586
CONSULT-II	species	Jaccard index	2	0.006223605245610136
CONSULT-II	strain	True positives	2	0.0
CONSULT-II	strain	False negatives	2	596.0
CONSULT-II	strain	False positives	2	12.0
CONSULT-II	strain	Completeness	2	0.0
CONSULT-II	strain	Purity	2	0.0
CONSULT-II	strain	Jaccard index	2	0.0
CONSULT-II	superkingdom	L1 norm error	2	0.061188719100199976
CONSULT-II	phylum	L1 norm error	2	0.42731730384673305
CONSULT-II	class	L1 norm error	2	0.18213440318040802
CONSULT-II	order	L1 norm error	2	0.6910310155136691
CONSULT-II	family	L1 norm error	2	0.37092544778138775
CONSULT-II	genus	L1 norm error	2	0.667001969102869
CONSULT-II	species	L1 norm error	2	1.2913247776535581
CONSULT-II	strain	L1 norm error	2	1.000100172068848
CONSULT-II	na	Weighted UniFrac error	2	0.03505973930591432
CONSULT-II	na	Unweighted UniFrac error	2	11.300177699195444
CONSULT-II	na	Weighted UniFrac (CAMI)	2	4.790844446200186
CONSULT-II	na	Unweighted UniFrac (CAMI)	2	63465.5632310535
CONSULT-II	superkingdom	Sum of abundances	2	1.0000000000002
CONSULT-II	phylum	Sum of abundances	2	1.0000154050048433
CONSULT-II	class	Sum of abundances	2	0.999941740788984
CONSULT-II	order	Sum of abundances	2	0.9996597137185627
CONSULT-II	family	Sum of abundances	2	0.9969652832975342
CONSULT-II	genus	Sum of abundances	2	0.9975389704282805
CONSULT-II	species	Sum of abundances	2	0.9924546677728354
CONSULT-II	strain	Sum of abundances	2	0.000112172068848
CONSULT-II	superkingdom	Taxon counts	2	2.0
CONSULT-II	phylum	Taxon counts	2	39.0
CONSULT-II	class	Taxon counts	2	82.0
CONSULT-II	order	Taxon counts	2	185.0
CONSULT-II	family	Taxon counts	2	412.0
CONSULT-II	genus	Taxon counts	2	2050.0
CONSULT-II	species	Taxon counts	2	8813.0
CONSULT-II	strain	Taxon counts	2	12.0
CONSULT-II	superkingdom	Bray-Curtis distance	3	0.04321679561114351
CONSULT-II	phylum	Bray-Curtis distance	3	0.20001666270973975
CONSULT-II	class	Bray-Curtis distance	3	0.09929120106698043
CONSULT-II	order	Bray-Curtis distance	3	0.3509502558442998
CONSULT-II	family	Bray-Curtis distance	3	0.18838075600087031
CONSULT-II	genus	Bray-Curtis distance	3	0.34484331043856703
CONSULT-II	species	Bray-Curtis distance	3	0.8404898434811044
CONSULT-II	strain	Bray-Curtis distance	3	1.0
CONSULT-II	superkingdom	Shannon diversity	3	0.2197074211211155
CONSULT-II	superkingdom	Shannon equitability	3	0.31697080689793644
CONSULT-II	phylum	Shannon diversity	3	1.536975106862336
CONSULT-II	phylum	Shannon equitability	3	0.41953029737770803
CONSULT-II	class	Shannon diversity	3	2.260876619894791
CONSULT-II	class	Shannon equitability	3	0.5130521127022948
CONSULT-II	order	Shannon diversity	3	3.197343130125674
CONSULT-II	order	Shannon equitability	3	0.6124760911441706
CONSULT-II	family	Shannon diversity	3	3.963350865528686
CONSULT-II	family	Shannon equitability	3	0.6582520338435263
CONSULT-II	genus	Shannon diversity	3	5.23383280913013
CONSULT-II	genus	Shannon equitability	3	0.6863507384829599
CONSULT-II	species	Shannon diversity	3	6.708739688270162
CONSULT-II	species	Shannon equitability	3	0.7386255620340298
CONSULT-II	strain	Shannon diversity	3	0.0013262883374138674
CONSULT-II	strain	Shannon equitability	3	0.0005531051970697928
CONSULT-II	superkingdom	True positives	3	2.0
CONSULT-II	superkingdom	False negatives	3	0.0
CONSULT-II	superkingdom	False positives	3	0.0
CONSULT-II	superkingdom	Completeness	3	1.0
CONSULT-II	superkingdom	Purity	3	1.0
CONSULT-II	superkingdom	F1 score	3	1.0
CONSULT-II	superkingdom	Jaccard index	3	1.0
CONSULT-II	phylum	True positives	3	12.0
CONSULT-II	phylum	False negatives	3	0.0
CONSULT-II	phylum	False positives	3	27.0
CONSULT-II	phylum	Completeness	3	1.0
CONSULT-II	phylum	Purity	3	0.3076923076923077
CONSULT-II	phylum	F1 score	3	0.47058823529411764
CONSULT-II	phylum	Jaccard index	3	0.3076923076923077
CONSULT-II	class	True positives	3	21.0
CONSULT-II	class	False negatives	3	0.0
CONSULT-II	class	False positives	3	61.0
CONSULT-II	class	Completeness	3	1.0
CONSULT-II	class	Purity	3	0.25609756097560976
CONSULT-II	class	F1 score	3	0.4077669902912621
CONSULT-II	class	Jaccard index	3	0.25609756097560976
CONSULT-II	order	True positives	3	40.0
CONSULT-II	order	False negatives	3	0.0
CONSULT-II	order	False positives	3	145.0
CONSULT-II	order	Completeness	3	1.0
CONSULT-II	order	Purity	3	0.21621621621621623
CONSULT-II	order	F1 score	3	0.35555555555555557
CONSULT-II	order	Jaccard index	3	0.21621621621621623
CONSULT-II	family	True positives	3	84.0
CONSULT-II	family	False negatives	3	4.0
CONSULT-II	family	False positives	3	328.0
CONSULT-II	family	Completeness	3	0.9545454545454546
CONSULT-II	family	Purity	3	0.20388349514563106
CONSULT-II	family	F1 score	3	0.336
CONSULT-II	family	Jaccard index	3	0.20192307692307693
CONSULT-II	genus	True positives	3	175.0
CONSULT-II	genus	False negatives	3	19.0
CONSULT-II	genus	False positives	3	1875.0
CONSULT-II	genus	Completeness	3	0.9020618556701031
CONSULT-II	genus	Purity	3	0.08536585365853659
CONSULT-II	genus	F1 score	3	0.1559714795008913
CONSULT-II	genus	Jaccard index	3	0.0845819236346061
CONSULT-II	species	True positives	3	56.0
CONSULT-II	species	False negatives	3	185.0
CONSULT-II	species	False positives	3	8746.0
CONSULT-II	species	Completeness	3	0.23236514522821577
CONSULT-II	species	Purity	3	0.006362190411270166
CONSULT-II	species	F1 score	3	0.012385270374875593
CONSULT-II	species	Jaccard index	3	0.0062312228774897074
CONSULT-II	strain	True positives	3	0.0
CONSULT-II	strain	False negatives	3	596.0
CONSULT-II	strain	False positives	3	11.0
CONSULT-II	strain	Completeness	3	0.0
CONSULT-II	strain	Purity	3	0.0
CONSULT-II	strain	Jaccard index	3	0.0
CONSULT-II	superkingdom	L1 norm error	3	0.08643359122229999
CONSULT-II	phylum	L1 norm error	3	0.400036463684567
CONSULT-II	class	L1 norm error	3	0.19857683560685999
CONSULT-II	order	L1 norm error	3	0.701783243245211
CONSULT-II	family	L1 norm error	3	0.37474507666814433
CONSULT-II	genus	L1 norm error	3	0.6775200232268395
CONSULT-II	species	L1 norm error	3	1.3010194021857129
CONSULT-II	strain	L1 norm error	3	1.0001307573232392
CONSULT-II	na	Weighted UniFrac error	3	0.035787199588257074
CONSULT-II	na	Unweighted UniFrac error	3	11.439944062658098
CONSULT-II	na	Weighted UniFrac (CAMI)	3	4.818404517748767
CONSULT-II	na	Unweighted UniFrac (CAMI)	3	63496.62864314925
CONSULT-II	superkingdom	Sum of abundances	3	1.0000000000003
CONSULT-II	phylum	Sum of abundances	3	1.0000156900182473
CONSULT-II	class	Sum of abundances	3	0.9999429373575801
CONSULT-II	order	Sum of abundances	3	0.9996638545151748
CONSULT-II	family	Sum of abundances	3	0.9893009590119332
CONSULT-II	genus	Sum of abundances	3	0.9975044756612459
CONSULT-II	species	Sum of abundances	3	0.9901019509405201
CONSULT-II	strain	Sum of abundances	3	0.00011975732324000002
CONSULT-II	superkingdom	Taxon counts	3	2.0
CONSULT-II	phylum	Taxon counts	3	39.0
CONSULT-II	class	Taxon counts	3	82.0
CONSULT-II	order	Taxon counts	3	185.0
CONSULT-II	family	Taxon counts	3	412.0
CONSULT-II	genus	Taxon counts	3	2050.0
CONSULT-II	species	Taxon counts	3	8802.0
CONSULT-II	strain	Taxon counts	3	11.0
CONSULT-II	superkingdom	Bray-Curtis distance	4	0.041023900688904054
CONSULT-II	phylum	Bray-Curtis distance	4	0.19744752918451386
CONSULT-II	class	Bray-Curtis distance	4	0.10343391974854971
CONSULT-II	order	Bray-Curtis distance	4	0.3526421341664264
CONSULT-II	family	Bray-Curtis distance	4	0.1871851288088097
CONSULT-II	genus	Bray-Curtis distance	4	0.355128354944509
CONSULT-II	species	Bray-Curtis distance	4	0.8552575265207363
CONSULT-II	strain	Bray-Curtis distance	4	1.0
CONSULT-II	superkingdom	Shannon diversity	4	0.20977605656762935
CONSULT-II	superkingdom	Shannon equitability	4	0.30264287650736155
CONSULT-II	phylum	Shannon diversity	4	1.5243855386687044
CONSULT-II	phylum	Shannon equitability	4	0.4160938687299379
CONSULT-II	class	Shannon diversity	4	2.239410866986533
CONSULT-II	class	Shannon equitability	4	0.5081809712240659
CONSULT-II	order	Shannon diversity	4	3.196598508754507
CONSULT-II	order	Shannon equitability	4	0.6123334530949422
CONSULT-II	family	Shannon diversity	4	3.969693313652473
CONSULT-II	family	Shannon equitability	4	0.6593054175884127
CONSULT-II	genus	Shannon diversity	4	5.254950495170654
CONSULT-II	genus	Shannon equitability	4	0.6891200549547587
CONSULT-II	species	Shannon diversity	4	6.763641350989474
CONSULT-II	species	Shannon equitability	4	0.7445864009645015
CONSULT-II	strain	Shannon diversity	4	0.001288418887722149
CONSULT-II	strain	Shannon equitability	4	0.0005373124099029353
CONSULT-II	superkingdom	True positives	4	2.0
CONSULT-II	superkingdom	False negatives	4	0.0
CONSULT-II	superkingdom	False positives	4	0.0
CONSULT-II	superkingdom	Completeness	4	1.0
CONSULT-II	superkingdom	Purity	4	1.0
CONSULT-II	superkingdom	F1 score	4	1.0
CONSULT-II	superkingdom	Jaccard index	4	1.0
CONSULT-II	phylum	True positives	4	12.0
CONSULT-II	phylum	False negatives	4	0.0
CONSULT-II	phylum	False positives	4	27.0
CONSULT-II	phylum	Completeness	4	1.0
CONSULT-II	phylum	Purity	4	0.3076923076923077
CONSULT-II	phylum	F1 score	4	0.47058823529411764
CONSULT-II	phylum	Jaccard index	4	0.3076923076923077
CONSULT-II	class	True positives	4	21.0
CONSULT-II	class	False negatives	4	0.0
CONSULT-II	class	False positives	4	61.0
CONSULT-II	class	Completeness	4	1.0
CONSULT-II	class	Purity	4	0.25609756097560976
CONSULT-II	class	F1 score	4	0.4077669902912621
CONSULT-II	class	Jaccard index	4	0.25609756097560976
CONSULT-II	order	True positives	4	40.0
CONSULT-II	order	False negatives	4	0.0
CONSULT-II	order	False positives	4	145.0
CONSULT-II	order	Completeness	4	1.0
CONSULT-II	order	Purity	4	0.21621621621621623
CONSULT-II	order	F1 score	4	0.35555555555555557
CONSULT-II	order	Jaccard index	4	0.21621621621621623
CONSULT-II	family	True positives	4	84.0
CONSULT-II	family	False negatives	4	4.0
CONSULT-II	family	False positives	4	328.0
CONSULT-II	family	Completeness	4	0.9545454545454546
CONSULT-II	family	Purity	4	0.20388349514563106
CONSULT-II	family	F1 score	4	0.336
CONSULT-II	family	Jaccard index	4	0.20192307692307693
CONSULT-II	genus	True positives	4	175.0
CONSULT-II	genus	False negatives	4	19.0
CONSULT-II	genus	False positives	4	1875.0
CONSULT-II	genus	Completeness	4	0.9020618556701031
CONSULT-II	genus	Purity	4	0.08536585365853659
CONSULT-II	genus	F1 score	4	0.1559714795008913
CONSULT-II	genus	Jaccard index	4	0.0845819236346061
CONSULT-II	species	True positives	4	56.0
CONSULT-II	species	False negatives	4	185.0
CONSULT-II	species	False positives	4	8755.0
CONSULT-II	species	Completeness	4	0.23236514522821577
CONSULT-II	species	Purity	4	0.006355691748950176
CONSULT-II	species	F1 score	4	0.012372956252761821
CONSULT-II	species	Jaccard index	4	0.006224988883948421
CONSULT-II	strain	True positives	4	0.0
CONSULT-II	strain	False negatives	4	596.0
CONSULT-II	strain	False positives	4	11.0
CONSULT-II	strain	Completeness	4	0.0
CONSULT-II	strain	Purity	4	0.0
CONSULT-II	strain	Jaccard index	4	0.0
CONSULT-II	superkingdom	L1 norm error	4	0.08204780137779992
CONSULT-II	phylum	L1 norm error	4	0.3948986248936841
CONSULT-II	class	L1 norm error	4	0.206861126853567
CONSULT-II	order	L1 norm error	4	0.7051612865324359
CONSULT-II	family	L1 norm error	4	0.37298828922338023
CONSULT-II	genus	L1 norm error	4	0.6981482259498248
CONSULT-II	species	L1 norm error	4	1.3345419869686919
CONSULT-II	strain	L1 norm error	4	1.0001196753093526
CONSULT-II	na	Weighted UniFrac error	4	0.03593668141106319
CONSULT-II	na	Unweighted UniFrac error	4	11.559243032082357
CONSULT-II	na	Weighted UniFrac (CAMI)	4	4.846407759307454
CONSULT-II	na	Unweighted UniFrac (CAMI)	4	63657.68268208935
CONSULT-II	superkingdom	Sum of abundances	4	0.9999999999998
CONSULT-II	phylum	Sum of abundances	4	1.0000170631516179
CONSULT-II	class	Sum of abundances	4	0.9999361021062648
CONSULT-II	order	Sum of abundances	4	0.9996532560794598
CONSULT-II	family	Sum of abundances	4	0.9926211037035165
CONSULT-II	genus	Sum of abundances	4	0.9955589224252157
CONSULT-II	species	Sum of abundances	4	0.9858638282398003
CONSULT-II	strain	Sum of abundances	4	0.000115675309354
CONSULT-II	superkingdom	Taxon counts	4	2.0
CONSULT-II	phylum	Taxon counts	4	39.0
CONSULT-II	class	Taxon counts	4	82.0
CONSULT-II	order	Taxon counts	4	185.0
CONSULT-II	family	Taxon counts	4	412.0
CONSULT-II	genus	Taxon counts	4	2050.0
CONSULT-II	species	Taxon counts	4	8811.0
CONSULT-II	strain	Taxon counts	4	11.0
CONSULT-II	superkingdom	Bray-Curtis distance	5	0.044369765864095606
CONSULT-II	phylum	Bray-Curtis distance	5	0.20318546497503917
CONSULT-II	class	Bray-Curtis distance	5	0.10776142095068221
CONSULT-II	order	Bray-Curtis distance	5	0.3546434552897564
CONSULT-II	family	Bray-Curtis distance	5	0.1884180269545494
CONSULT-II	genus	Bray-Curtis distance	5	0.34037245441446845
CONSULT-II	species	Bray-Curtis distance	5	0.8556718556144107
CONSULT-II	strain	Bray-Curtis distance	5	1.0
CONSULT-II	superkingdom	Shannon diversity	5	0.2252022496387513
CONSULT-II	superkingdom	Shannon equitability	5	0.32489816875086486
CONSULT-II	phylum	Shannon diversity	5	1.5277138093774745
CONSULT-II	phylum	Shannon equitability	5	0.4170023482452987
CONSULT-II	class	Shannon diversity	5	2.228621420695785
CONSULT-II	class	Shannon equitability	5	0.5057325633075765
CONSULT-II	order	Shannon diversity	5	3.1918794066751293
CONSULT-II	order	Shannon equitability	5	0.6114294721715142
CONSULT-II	family	Shannon diversity	5	3.95559390000804
CONSULT-II	family	Shannon equitability	5	0.656963720367465
CONSULT-II	genus	Shannon diversity	5	5.186732967652322
CONSULT-II	genus	Shannon equitability	5	0.6801741921239836
CONSULT-II	species	Shannon diversity	5	6.665278286067336
CONSULT-II	species	Shannon equitability	5	0.7338496847239797
CONSULT-II	strain	Shannon diversity	5	0.0012463587786159
CONSULT-II	strain	Shannon equitability	5	0.0005015716701962358
CONSULT-II	superkingdom	True positives	5	2.0
CONSULT-II	superkingdom	False negatives	5	0.0
CONSULT-II	superkingdom	False positives	5	0.0
CONSULT-II	superkingdom	Completeness	5	1.0
CONSULT-II	superkingdom	Purity	5	1.0
CONSULT-II	superkingdom	F1 score	5	1.0
CONSULT-II	superkingdom	Jaccard index	5	1.0
CONSULT-II	phylum	True positives	5	12.0
CONSULT-II	phylum	False negatives	5	0.0
CONSULT-II	phylum	False positives	5	27.0
CONSULT-II	phylum	Completeness	5	1.0
CONSULT-II	phylum	Purity	5	0.3076923076923077
CONSULT-II	phylum	F1 score	5	0.47058823529411764
CONSULT-II	phylum	Jaccard index	5	0.3076923076923077
CONSULT-II	class	True positives	5	21.0
CONSULT-II	class	False negatives	5	0.0
CONSULT-II	class	False positives	5	61.0
CONSULT-II	class	Completeness	5	1.0
CONSULT-II	class	Purity	5	0.25609756097560976
CONSULT-II	class	F1 score	5	0.4077669902912621
CONSULT-II	class	Jaccard index	5	0.25609756097560976
CONSULT-II	order	True positives	5	40.0
CONSULT-II	order	False negatives	5	0.0
CONSULT-II	order	False positives	5	145.0
CONSULT-II	order	Completeness	5	1.0
CONSULT-II	order	Purity	5	0.21621621621621623
CONSULT-II	order	F1 score	5	0.35555555555555557
CONSULT-II	order	Jaccard index	5	0.21621621621621623
CONSULT-II	family	True positives	5	84.0
CONSULT-II	family	False negatives	5	4.0
CONSULT-II	family	False positives	5	328.0
CONSULT-II	family	Completeness	5	0.9545454545454546
CONSULT-II	family	Purity	5	0.20388349514563106
CONSULT-II	family	F1 score	5	0.336
CONSULT-II	family	Jaccard index	5	0.20192307692307693
CONSULT-II	genus	True positives	5	175.0
CONSULT-II	genus	False negatives	5	19.0
CONSULT-II	genus	False positives	5	1875.0
CONSULT-II	genus	Completeness	5	0.9020618556701031
CONSULT-II	genus	Purity	5	0.08536585365853659
CONSULT-II	genus	F1 score	5	0.1559714795008913
CONSULT-II	genus	Jaccard index	5	0.0845819236346061
CONSULT-II	species	True positives	5	56.0
CONSULT-II	species	False negatives	5	185.0
CONSULT-II	species	False positives	5	8745.0
CONSULT-II	species	Completeness	5	0.23236514522821577
CONSULT-II	species	Purity	5	0.006362913305306216
CONSULT-II	species	F1 score	5	0.0123866401238664
CONSULT-II	species	Jaccard index	5	0.006231916314266637
CONSULT-II	strain	True positives	5	0.0
CONSULT-II	strain	False negatives	5	596.0
CONSULT-II	strain	False positives	5	12.0
CONSULT-II	strain	Completeness	5	0.0
CONSULT-II	strain	Purity	5	0.0
CONSULT-II	strain	Jaccard index	5	0.0
CONSULT-II	superkingdom	L1 norm error	5	0.08873953172820008
CONSULT-II	phylum	L1 norm error	5	0.40637390686300506
CONSULT-II	class	L1 norm error	5	0.21551597711663895
CONSULT-II	order	L1 norm error	5	0.7091718112215867
CONSULT-II	family	L1 norm error	5	0.37591446739074913
CONSULT-II	genus	L1 norm error	5	0.6679021448284044
CONSULT-II	species	L1 norm error	5	1.301828170920096
CONSULT-II	strain	L1 norm error	5	1.0001106697714575
CONSULT-II	na	Weighted UniFrac error	5	0.03633696982585544
CONSULT-II	na	Unweighted UniFrac error	5	11.397299025918704
CONSULT-II	na	Weighted UniFrac (CAMI)	5	4.859335760056307
CONSULT-II	na	Unweighted UniFrac (CAMI)	5	63294.706376113514
CONSULT-II	superkingdom	Sum of abundances	5	1.0000000000001998
CONSULT-II	phylum	Sum of abundances	5	1.0000156512100506
CONSULT-II	class	Sum of abundances	5	0.9999362964531745
CONSULT-II	order	Sum of abundances	5	0.999673450494831
CONSULT-II	family	Sum of abundances	5	0.9951058198234226
CONSULT-II	genus	Sum of abundances	5	0.9965444978353328
