,Taxonomic_Rank,Distance_to_closest,Precision,Recall,F1,Method
27,superkingdom,"[0.06, 0.12)",0.9990778211480963,0.35438211103620987,0.5231816369596403,CLARK
28,class,"[0.12, 0.16)",0.502277040763625,0.14488717988828934,0.22489617675305562,CLARK
29,family,"[0.12, 0.16)",0.332908814286986,0.10096380001260975,0.15493471201820228,CLARK
30,genus,"[0.12, 0.16)",0.28453842226175124,0.11645462307520084,0.1652646537238212,CLARK
31,order,"[0.12, 0.16)",0.4671080342885619,0.13612325767925562,0.21080873661050595,CLARK
32,phylum,"[0.12, 0.16)",0.9409456037036753,0.24093786599397102,0.38363766546703976,CLARK
33,species,"[0.12, 0.16)",0.0,0.0,0.0,CLARK
34,superkingdom,"[0.12, 0.16)",0.9996432057463867,0.2521776851000813,0.40275042163353286,CLARK
35,class,"[0.16, 0.22)",0.7550077410550752,0.06400628382348715,0.11800689184927457,CLARK
36,family,"[0.16, 0.22)",0.41490140535820486,0.04186532613607545,0.07605458619931822,CLARK
37,genus,"[0.16, 0.22)",0.15698323349971996,0.0212851823882807,0.037485376345757576,CLARK
38,order,"[0.16, 0.22)",0.6514924208000993,0.055719676128746405,0.10265784071214272,CLARK
39,phylum,"[0.16, 0.22)",0.8430167663802622,0.06653380302839548,0.12333232853408557,CLARK
40,species,"[0.16, 0.22)",0.0,0.0,0.0,CLARK
41,superkingdom,"[0.16, 0.22)",0.9969755522620977,0.06923836052999832,0.1294830324079916,CLARK
42,class,"[0.22, 0.35)",0.43185163374367364,0.021540154842311733,0.041032705621892,CLARK
43,family,"[0.22, 0.35)",0.08593464820889789,0.005991568455960235,0.011200881353632694,CLARK
44,genus,"[0.22, 0.35)",0.024162496317437443,0.002908657934981734,0.005190357544409552,CLARK
45,order,"[0.22, 0.35)",0.20035325284658778,0.011449662532643484,0.021660408462851954,CLARK
46,phylum,"[0.22, 0.35)",0.6264115395199986,0.023058514915028958,0.04447902511658453,CLARK
47,species,"[0.22, 0.35)",0.0016956137766622767,0.001187814997716111,0.00139217214682342,CLARK
48,superkingdom,"[0.22, 0.35)",0.9943126286730276,0.03333855798741053,0.06451338176223925,CLARK
0,class,"[0.0, 0.001)",0.99972282136342,0.850366191619384,0.9190108013810382,CONSULT-II (0.03)
1,family,"[0.0, 0.001)",0.9998062979137902,0.7798792752143452,0.8762489750999736,CONSULT-II (0.03)
2,genus,"[0.0, 0.001)",0.9999999999862359,0.7784136079236202,0.8753972950547582,CONSULT-II (0.03)
3,order,"[0.0, 0.001)",0.9998201841845693,0.8460762797863892,0.9165406356186114,CONSULT-II (0.03)
4,phylum,"[0.0, 0.001)",0.9998469576805701,0.9941169914895251,0.9969687416759455,CONSULT-II (0.03)
5,species,"[0.0, 0.001)",0.9999984757618067,0.7029304527656899,0.8255485496946834,CONSULT-II (0.03)
6,superkingdom,"[0.0, 0.001)",0.9999978571428572,0.9999999999892858,0.9999939285899233,CONSULT-II (0.03)
7,class,"[0.001, 0.02)",0.995565768789994,0.9694898819890674,0.9823498154516223,CONSULT-II (0.03)
8,family,"[0.001, 0.02)",0.9923038447670831,0.951115915955653,0.9712684237900885,CONSULT-II (0.03)
9,genus,"[0.001, 0.02)",0.8878958035014289,0.8412844949957721,0.8639569321048605,CONSULT-II (0.03)
10,order,"[0.001, 0.02)",0.9936294939763032,0.9574158655198931,0.9751815983602493,CONSULT-II (0.03)
11,phylum,"[0.001, 0.02)",0.9962484953812497,0.9707718711289322,0.9833401989482026,CONSULT-II (0.03)
12,species,"[0.001, 0.02)",0.6023870502188787,0.8158072042580097,0.6930337344130444,CONSULT-II (0.03)
13,superkingdom,"[0.001, 0.02)",0.9998780506468239,0.9728250937473873,0.9861610757961001,CONSULT-II (0.03)
14,class,"[0.02, 0.06)",0.8021022073205175,0.8517868622947202,0.8261932483850503,CONSULT-II (0.03)
15,family,"[0.02, 0.06)",0.7208012819405545,0.7890430191649591,0.753374970424517,CONSULT-II (0.03)
16,genus,"[0.02, 0.06)",0.6382145539444626,0.8106134592474108,0.714152034395098,CONSULT-II (0.03)
17,order,"[0.02, 0.06)",0.7596802648503328,0.8832536665703797,0.8168147025808534,CONSULT-II (0.03)
18,phylum,"[0.02, 0.06)",0.8977336969870323,0.8705337944199579,0.8839195492953369,CONSULT-II (0.03)
19,species,"[0.02, 0.06)",0.4449748026554415,0.7180606255206502,0.5494521149303159,CONSULT-II (0.03)
20,superkingdom,"[0.02, 0.06)",0.9993848755075215,0.8899990744867842,0.9415205487034239,CONSULT-II (0.03)
21,class,"[0.06, 0.12)",0.9347817754432926,0.6634455122267143,0.7760759664583955,CONSULT-II (0.03)
22,family,"[0.06, 0.12)",0.8131881210614927,0.6197197917410557,0.7033881962503894,CONSULT-II (0.03)
23,genus,"[0.06, 0.12)",0.7526175364043449,0.5962746619427548,0.6653807335203303,CONSULT-II (0.03)
24,order,"[0.06, 0.12)",0.9099630838428521,0.633373395768754,0.7468788325260522,CONSULT-II (0.03)
25,phylum,"[0.06, 0.12)",0.9601025852194841,0.6952439745793632,0.8064794661918984,CONSULT-II (0.03)
26,species,"[0.06, 0.12)",0.1364100882351607,0.6237717852270924,0.22386128353069382,CONSULT-II (0.03)
27,superkingdom,"[0.06, 0.12)",0.9983936487417829,0.7224301292221565,0.8382792828816973,CONSULT-II (0.03)
28,class,"[0.12, 0.16)",0.6127289371296359,0.4642482975304722,0.5282483519869442,CONSULT-II (0.03)
29,family,"[0.12, 0.16)",0.4664010353020729,0.35285035003679666,0.40175155697296805,CONSULT-II (0.03)
30,genus,"[0.12, 0.16)",0.3835161413005107,0.3656258541142657,0.374352381326757,CONSULT-II (0.03)
31,order,"[0.12, 0.16)",0.5849288435984817,0.4293185691267979,0.4951816196244275,CONSULT-II (0.03)
32,phylum,"[0.12, 0.16)",0.8822078534669138,0.5872605265774745,0.7051289159655598,CONSULT-II (0.03)
33,species,"[0.12, 0.16)",0.0,0.0,0.0,CONSULT-II (0.03)
34,superkingdom,"[0.12, 0.16)",0.998432522311699,0.6399954454431365,0.7800017814985163,CONSULT-II (0.03)
35,class,"[0.16, 0.22)",0.7134785225408488,0.31950120737386345,0.44135433835521765,CONSULT-II (0.03)
36,family,"[0.16, 0.22)",0.5045423643098232,0.23585344627285323,0.3214400905889095,CONSULT-II (0.03)
37,genus,"[0.16, 0.22)",0.25284489952931605,0.13902221989812497,0.17939837505104644,CONSULT-II (0.03)
38,order,"[0.16, 0.22)",0.6333776807877872,0.26844369060714984,0.3770688125782922,CONSULT-II (0.03)
39,phylum,"[0.16, 0.22)",0.78322133742037,0.34662753819866,0.48056636083146637,CONSULT-II (0.03)
40,species,"[0.16, 0.22)",0.0,0.0,0.0,CONSULT-II (0.03)
41,superkingdom,"[0.16, 0.22)",0.9946596894514242,0.4098829853035535,0.5805322793530358,CONSULT-II (0.03)
42,class,"[0.22, 0.35)",0.3954926383954162,0.12377536353785738,0.18853964509064378,CONSULT-II (0.03)
43,family,"[0.22, 0.35)",0.15080064657206066,0.05574663108847198,0.08139754849181946,CONSULT-II (0.03)
44,genus,"[0.22, 0.35)",0.04176566042836376,0.024773826549070822,0.031095513253483573,CONSULT-II (0.03)
45,order,"[0.22, 0.35)",0.26017157232216914,0.08371972381645122,0.12667292868197938,CONSULT-II (0.03)
46,phylum,"[0.22, 0.35)",0.5446926606199253,0.14990666687404777,0.23510499497287093,CONSULT-II (0.03)
47,species,"[0.22, 0.35)",0.0022326011085382707,0.007177691404446163,0.003402213203936972,CONSULT-II (0.03)
48,superkingdom,"[0.22, 0.35)",0.9914969636012114,0.27053486434217716,0.4250802003617371,CONSULT-II (0.03)
0,class,"[0.0, 0.001)",0.9996940261289226,0.8578748313313049,0.923365746335886,Kraken-II
1,family,"[0.0, 0.001)",0.9995676553516832,0.8152525859791787,0.8980455552570215,Kraken-II
2,genus,"[0.0, 0.001)",0.9995399869487791,0.8151208804313119,0.8979544763004547,Kraken-II
3,order,"[0.0, 0.001)",0.9996872936012808,0.8565344318986362,0.9225858779786236,Kraken-II
4,phylum,"[0.0, 0.001)",0.9999849775629335,0.9985021278677233,0.9992380026161531,Kraken-II
5,species,"[0.0, 0.001)",0.9995291623298372,0.8145823061500291,0.8976232124049546,Kraken-II
6,superkingdom,"[0.0, 0.001)",0.9999999999892857,0.9999892857571429,0.9999896428695155,Kraken-II
7,class,"[0.001, 0.02)",0.9967109455721073,0.8769305038985898,0.9329870099251429,Kraken-II
8,family,"[0.001, 0.02)",0.9676295719838658,0.8028581990377053,0.8775716617257767,Kraken-II
9,genus,"[0.001, 0.02)",0.8577479993684092,0.7697036703181388,0.811339272216547,Kraken-II
10,order,"[0.001, 0.02)",0.99253787098965,0.8752400338638181,0.9302007766071868,Kraken-II
11,phylum,"[0.001, 0.02)",0.9976558276373468,0.8775490962237363,0.9337510690058418,Kraken-II
12,species,"[0.001, 0.02)",0.5400474791821075,0.6954084598415317,0.6079545762890436,Kraken-II
13,superkingdom,"[0.001, 0.02)",0.9999456759462481,0.878556174660937,0.9353238284274047,Kraken-II
14,class,"[0.02, 0.06)",0.8095207398892862,0.7803544321660909,0.7946650593467822,Kraken-II
15,family,"[0.02, 0.06)",0.7263995098363625,0.7402421933226435,0.7332505259859456,Kraken-II
16,genus,"[0.02, 0.06)",0.6334640284384814,0.7936721586448301,0.7045707964958043,Kraken-II
17,order,"[0.02, 0.06)",0.7690394347544776,0.8177706140984363,0.7926517581873298,Kraken-II
18,phylum,"[0.02, 0.06)",0.90857349463387,0.8010570990047512,0.8514295350170671,Kraken-II
19,species,"[0.02, 0.06)",0.42562193234758894,0.781396798585022,0.5510715806855883,Kraken-II
20,superkingdom,"[0.02, 0.06)",0.9998425579440234,0.817733694534477,0.8996601374437819,Kraken-II
21,class,"[0.06, 0.12)",0.9467918336118437,0.42355862012046464,0.585279356965878,Kraken-II
22,family,"[0.06, 0.12)",0.8258374523146721,0.40919445330492005,0.5472334230620287,Kraken-II
23,genus,"[0.06, 0.12)",0.7683906442631121,0.41086003278372263,0.5354219155059807,Kraken-II
24,order,"[0.06, 0.12)",0.9178705152675736,0.412282111550047,0.568985455664784,Kraken-II
25,phylum,"[0.06, 0.12)",0.9735329498160866,0.4356399878535299,0.6019231018142285,Kraken-II
26,species,"[0.06, 0.12)",0.15624639278936253,0.5485389595919486,0.24321168819031086,Kraken-II
27,superkingdom,"[0.06, 0.12)",0.9988407535325945,0.4465530817264602,0.6171775745482484,Kraken-II
28,class,"[0.12, 0.16)",0.539998623222071,0.20773376134902802,0.3000390172868452,Kraken-II
29,family,"[0.12, 0.16)",0.3685987308728561,0.14605784617464404,0.2092101532718255,Kraken-II
30,genus,"[0.12, 0.16)",0.31981838745135394,0.1656227005787368,0.21822666106022498,Kraken-II
31,order,"[0.12, 0.16)",0.5041838734725305,0.19366623165494823,0.2798365750361488,Kraken-II
32,phylum,"[0.12, 0.16)",0.9202190506209478,0.3150433909356078,0.46938459947484534,Kraken-II
33,species,"[0.12, 0.16)",0.0,0.0,0.0,Kraken-II
34,superkingdom,"[0.12, 0.16)",0.9992538739378085,0.3399208052960684,0.5072745929537862,Kraken-II
35,class,"[0.16, 0.22)",0.7269137908001215,0.10927172860941368,0.18998218628781913,Kraken-II
36,family,"[0.16, 0.22)",0.40692956527125446,0.06818292383161359,0.11679366138239945,Kraken-II
37,genus,"[0.16, 0.22)",0.16035512816188996,0.034162997269560555,0.05632308226282824,Kraken-II
38,order,"[0.16, 0.22)",0.6410241767510851,0.0939041707525059,0.16380923367132996,Kraken-II
39,phylum,"[0.16, 0.22)",0.8092277637549101,0.1175762689912061,0.20531838721622594,Kraken-II
40,species,"[0.16, 0.22)",0.0,0.0,0.0,Kraken-II
41,superkingdom,"[0.16, 0.22)",0.9968812694297611,0.1329729630578815,0.23464457481076592,Kraken-II
42,class,"[0.22, 0.35)",0.4244636609397014,0.038362937900876574,0.07036467343593687,Kraken-II
43,family,"[0.22, 0.35)",0.08956046782795389,0.010220654732556424,0.01834565231593008,Kraken-II
44,genus,"[0.22, 0.35)",0.02432912345786187,0.004588286459776917,0.007717869526360993,Kraken-II
45,order,"[0.22, 0.35)",0.21223077137596313,0.0207584016214724,0.03781619936226658,Kraken-II
46,phylum,"[0.22, 0.35)",0.5823374831696966,0.04304352736475929,0.08016060023286468,Kraken-II
47,species,"[0.22, 0.35)",0.0014642225617122425,0.0015532826888296665,0.001502459199563308,Kraken-II
48,superkingdom,"[0.22, 0.35)",0.9948916652087141,0.07229212061544518,0.13478869389222647,Kraken-II
